Brand,Model,Processor,RAM,Storage,GraphicsCard,ScreenSize,Price
"Acer,Nitro 5 V31.1,Intel Core i5-11400H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",616.47"
"ASUS,ROG Strix G15 V16.0,AMD Ryzen 7 6800H,32 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1290.91"
"Lenovo,Legion 5 V37.7,AMD Ryzen 7 5800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",688.12"
"MSI,Katana GF66 V38.9,Intel Core i7-11800H,64 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",757.38"
"MSI,Katana GF66 V1.3,Intel Core i7-11800H,8 GB,512 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1273.09"
"MSI,Katana GF66 V18.7,Intel Core i7-11800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",858.94"
"Acer,Nitro 5 V46.0,Intel Core i5-11400H,64 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1209.69"
"Lenovo,Legion 5 V30.0,AMD Ryzen 7 5800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",947.69"
"ASUS,ROG Strix G15 V15.2,AMD Ryzen 7 6800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",920.91"
"MSI,Katana GF66 V28.2,Intel Core i7-11800H,64 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",767.81"
"HP,Victus 15 V49.4,AMD Ryzen 5 5600H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1014.38"
"Acer,Nitro 5 V9.5,Intel Core i5-11400H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",679.53"
"HP,Victus 15 V34.6,AMD Ryzen 5 5600H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1329.03"
"HP,Victus 15 V20.2,AMD Ryzen 5 5600H,64 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",866.12"
"ASUS,ROG Strix G15 V47.7,AMD Ryzen 7 6800H,64 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",757.44"
"MSI,Katana GF66 V11.6,Intel Core i7-11800H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1387.12"
"Acer,Nitro 5 V42.9,Intel Core i5-11400H,32 GB,2 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",907.53"
"ASUS,ROG Strix G15 V32.7,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",950.06"
"ASUS,ROG Strix G15 V6.6,AMD Ryzen 7 6800H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1285.38"
"Acer,Nitro 5 V13.0,Intel Core i5-11400H,8 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1029.81"
"Lenovo,Legion 5 V32.8,AMD Ryzen 7 5800H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",821.38"
"MSI,Katana GF66 V40.3,Intel Core i7-11800H,16 GB,512 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",678.59"
"ASUS,ROG Strix G15 V45.9,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",740.12"
"MSI,Katana GF66 V22.4,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1244.09"
"MSI,Katana GF66 V46.5,Intel Core i7-11800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1027.25"
"Acer,Nitro 5 V9.7,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",709.0"
"Acer,Nitro 5 V11.0,Intel Core i5-11400H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",657.84"
"HP,Victus 15 V46.0,AMD Ryzen 5 5600H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1390.72"
"Acer,Nitro 5 V43.9,Intel Core i5-11400H,8 GB,256 GB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",956.44"
"Lenovo,Legion 5 V43.2,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",1200.66"
"Acer,Nitro 5 V50.6,Intel Core i5-11400H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1123.75"
"ASUS,ROG Strix G15 V10.4,AMD Ryzen 7 6800H,64 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",1242.25"
"HP,Victus 15 V5.6,AMD Ryzen 5 5600H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",761.78"
"Acer,Nitro 5 V5.9,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",856.34"
"Lenovo,Legion 5 V34.2,AMD Ryzen 7 5800H,16 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1258.81"
"Acer,Nitro 5 V39.0,Intel Core i5-11400H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",584.41"
"ASUS,ROG Strix G15 V1.8,AMD Ryzen 7 6800H,16 GB,1 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",933.78"
"Acer,Nitro 5 V16.8,Intel Core i5-11400H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",914.31"
"HP,Victus 15 V36.8,AMD Ryzen 5 5600H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1394.5"
"HP,Victus 15 V46.2,AMD Ryzen 5 5600H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",569.62"
"ASUS,ROG Strix G15 V32.8,AMD Ryzen 7 6800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",832.59"
"Acer,Nitro 5 V24.1,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",593.97"
"ASUS,ROG Strix G15 V37.7,AMD Ryzen 7 6800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1050.03"
"ASUS,ROG Strix G15 V29.6,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",592.28"
"ASUS,ROG Strix G15 V27.1,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",858.62"
"Lenovo,Legion 5 V34.3,AMD Ryzen 7 5800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",855.0"
"Lenovo,Legion 5 V48.4,AMD Ryzen 7 5800H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",568.31"
"ASUS,ROG Strix G15 V46.8,AMD Ryzen 7 6800H,16 GB,2 TB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",883.69"
"ASUS,ROG Strix G15 V12.1,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",860.59"
"HP,Victus 15 V12.7,AMD Ryzen 5 5600H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1002.84"
"Lenovo,Legion 5 V23.7,AMD Ryzen 7 5800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",763.12"
"Lenovo,Legion 5 V19.5,AMD Ryzen 7 5800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",934.22"
"ASUS,ROG Strix G15 V16.7,AMD Ryzen 7 6800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",787.53"
"Acer,Nitro 5 V18.5,Intel Core i5-11400H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""17.3"""" FHD"",789.81"
"ASUS,ROG Strix G15 V10.6,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",899.25"
"HP,Victus 15 V40.6,AMD Ryzen 5 5600H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1219.81"
"ASUS,ROG Strix G15 V28.9,AMD Ryzen 7 6800H,64 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",628.56"
"Acer,Nitro 5 V37.0,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",753.03"
"Lenovo,Legion 5 V8.6,AMD Ryzen 7 5800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1194.22"
"HP,Victus 15 V34.4,AMD Ryzen 5 5600H,32 GB,1 TB SSD,AMD Radeon RX 7600M XT,""16"""" QHD"",1181.28"
"ASUS,ROG Strix G15 V3.9,AMD Ryzen 7 6800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",591.03"
"Acer,Nitro 5 V35.3,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1103.78"
"Acer,Nitro 5 V46.4,Intel Core i5-11400H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",588.19"
"Acer,Nitro 5 V17.9,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",908.72"
"Acer,Nitro 5 V20.3,Intel Core i5-11400H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",618.16"
"Acer,Nitro 5 V24.9,Intel Core i5-11400H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",870.81"
"ASUS,ROG Strix G15 V12.1,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1201.09"
"Acer,Nitro 5 V46.2,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",669.78"
"HP,Victus 15 V7.7,AMD Ryzen 5 5600H,8 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1255.75"
"Lenovo,Legion 5 V6.0,AMD Ryzen 7 5800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1355.44"
"HP,Victus 15 V32.9,AMD Ryzen 5 5600H,32 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1126.44"
"ASUS,ROG Strix G15 V44.1,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1075.81"
"ASUS,ROG Strix G15 V12.3,AMD Ryzen 7 6800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1024.19"
"Acer,Nitro 5 V50.0,Intel Core i5-11400H,16 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1326.44"
"Acer,Nitro 5 V37.3,Intel Core i5-11400H,16 GB,256 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",899.38"
"Acer,Nitro 5 V5.9,Intel Core i5-11400H,8 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1151.97"
"Acer,Nitro 5 V38.8,Intel Core i5-11400H,8 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1068.94"
"HP,Victus 15 V12.0,AMD Ryzen 5 5600H,16 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1347.25"
"MSI,Katana GF66 V9.6,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",958.06"
"Lenovo,Legion 5 V6.3,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",859.22"
"Acer,Nitro 5 V15.9,Intel Core i5-11400H,16 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1315.0"
"Acer,Nitro 5 V33.0,Intel Core i5-11400H,64 GB,256 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1286.53"
"Lenovo,Legion 5 V32.1,AMD Ryzen 7 5800H,32 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1066.22"
"Acer,Nitro 5 V39.8,Intel Core i5-11400H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1110.22"
"ASUS,ROG Strix G15 V40.4,AMD Ryzen 7 6800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",947.38"
"MSI,Katana GF66 V3.9,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",785.22"
"Acer,Nitro 5 V50.6,Intel Core i5-11400H,64 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",598.06"
"Acer,Nitro 5 V19.4,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",830.41"
"MSI,Katana GF66 V38.8,Intel Core i7-11800H,8 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",831.88"
"ASUS,ROG Strix G15 V12.1,AMD Ryzen 7 6800H,64 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",931.06"
"MSI,Katana GF66 V41.5,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1398.94"
"Acer,Nitro 5 V50.1,Intel Core i5-11400H,64 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",993.72"
"MSI,Katana GF66 V14.5,Intel Core i7-11800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",999.19"
"ASUS,ROG Strix G15 V50.9,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1342.41"
"MSI,Katana GF66 V32.8,Intel Core i7-11800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1199.22"
"Acer,Nitro 5 V26.4,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1404.84"
"HP,Victus 15 V21.3,AMD Ryzen 5 5600H,32 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",891.5"
"ASUS,ROG Strix G15 V48.7,AMD Ryzen 7 6800H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1331.06"
"HP,Victus 15 V47.5,AMD Ryzen 5 5600H,32 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1264.09"
"HP,Victus 15 V4.1,AMD Ryzen 5 5600H,64 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",597.62"
"MSI,Katana GF66 V33.3,Intel Core i7-11800H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",895.31"
"MSI,Katana GF66 V33.1,Intel Core i7-11800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1150.53"
"HP,Victus 15 V21.1,AMD Ryzen 5 5600H,64 GB,256 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",811.62"
"ASUS,ROG Strix G15 V36.1,AMD Ryzen 7 6800H,32 GB,256 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1251.31"
"Lenovo,Legion 5 V20.7,AMD Ryzen 7 5800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",975.56"
"MSI,Katana GF66 V35.5,Intel Core i7-11800H,8 GB,1 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1069.16"
"ASUS,ROG Strix G15 V50.7,AMD Ryzen 7 6800H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1084.09"
"MSI,Katana GF66 V9.3,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",874.12"
"MSI,Katana GF66 V40.2,Intel Core i7-11800H,16 GB,2 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",1320.28"
"HP,Victus 15 V45.7,AMD Ryzen 5 5600H,32 GB,2 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",590.94"
"HP,Victus 15 V7.5,AMD Ryzen 5 5600H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",589.38"
"Lenovo,Legion 5 V29.7,AMD Ryzen 7 5800H,64 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",1111.59"
"HP,Victus 15 V27.6,AMD Ryzen 5 5600H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",774.81"
"HP,Victus 15 V19.9,AMD Ryzen 5 5600H,64 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",770.78"
"Lenovo,Legion 5 V15.5,AMD Ryzen 7 5800H,64 GB,2 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",918.59"
"ASUS,ROG Strix G15 V16.9,AMD Ryzen 7 6800H,32 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",774.91"
"Acer,Nitro 5 V27.0,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1390.66"
"Acer,Nitro 5 V20.0,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1047.41"
"Lenovo,Legion 5 V23.9,AMD Ryzen 7 5800H,16 GB,512 GB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",1397.56"
"HP,Victus 15 V16.0,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1239.19"
"ASUS,ROG Strix G15 V9.3,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",955.81"
"MSI,Katana GF66 V11.7,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1395.41"
"Lenovo,Legion 5 V20.5,AMD Ryzen 7 5800H,64 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1100.59"
"Lenovo,Legion 5 V9.5,AMD Ryzen 7 5800H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1084.22"
"Acer,Nitro 5 V36.2,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",671.5"
"MSI,Katana GF66 V38.7,Intel Core i7-11800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1358.47"
"MSI,Katana GF66 V20.9,Intel Core i7-11800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1316.81"
"MSI,Katana GF66 V47.0,Intel Core i7-11800H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",1212.84"
"HP,Victus 15 V5.8,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1085.88"
"Lenovo,Legion 5 V42.8,AMD Ryzen 7 5800H,8 GB,512 GB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1102.44"
"Acer,Nitro 5 V24.5,Intel Core i5-11400H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""17.3"""" FHD"",1032.5"
"Acer,Nitro 5 V19.4,Intel Core i5-11400H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1030.5"
"ASUS,ROG Strix G15 V26.5,AMD Ryzen 7 6800H,16 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",638.0"
"HP,Victus 15 V32.0,AMD Ryzen 5 5600H,64 GB,256 GB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1017.5"
"ASUS,ROG Strix G15 V12.2,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",824.97"
"MSI,Katana GF66 V46.1,Intel Core i7-11800H,8 GB,2 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1081.97"
"HP,Victus 15 V45.9,AMD Ryzen 5 5600H,64 GB,2 TB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",1313.47"
"HP,Victus 15 V31.1,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""17.3"""" FHD"",1338.28"
"MSI,Katana GF66 V21.5,Intel Core i7-11800H,64 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1241.91"
"ASUS,ROG Strix G15 V33.2,AMD Ryzen 7 6800H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",1264.56"
"ASUS,ROG Strix G15 V39.7,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce RTX 4050,""15.6"""" FHD"",601.75"
"Lenovo,Legion 5 V4.6,AMD Ryzen 7 5800H,64 GB,1 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1321.84"
"Acer,Nitro 5 V21.1,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",915.53"
"Acer,Nitro 5 V1.5,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1019.16"
"HP,Victus 15 V29.2,AMD Ryzen 5 5600H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",853.78"
"Lenovo,Legion 5 V9.2,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1140.59"
"HP,Victus 15 V38.5,AMD Ryzen 5 5600H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1362.16"
"HP,Victus 15 V13.5,AMD Ryzen 5 5600H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""17.3"""" FHD"",1214.56"
"MSI,Katana GF66 V19.4,Intel Core i7-11800H,32 GB,1 TB SSD,AMD Radeon RX 6600M,""14"""" FHD"",918.72"
"Acer,Nitro 5 V4.8,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1025.41"
"HP,Victus 15 V22.3,AMD Ryzen 5 5600H,64 GB,1 TB SSD,AMD Radeon RX 7600M XT,""15.6"""" FHD"",609.34"
"Acer,Nitro 5 V42.5,Intel Core i5-11400H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""16"""" QHD"",825.81"
"HP,Victus 15 V4.4,AMD Ryzen 5 5600H,64 GB,2 TB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",696.19"
"ASUS,ROG Strix G15 V21.1,AMD Ryzen 7 6800H,32 GB,2 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1121.25"
"HP,Victus 15 V26.8,AMD Ryzen 5 5600H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""14"""" FHD"",709.19"
"HP,Victus 15 V39.9,AMD Ryzen 5 5600H,8 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1142.69"
"HP,Victus 15 V16.3,AMD Ryzen 5 5600H,8 GB,2 TB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1270.66"
"Acer,Nitro 5 V41.8,Intel Core i5-11400H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",663.91"
"HP,Victus 15 V40.2,AMD Ryzen 5 5600H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""14"""" FHD"",1293.34"
"MSI,Katana GF66 V43.3,Intel Core i7-11800H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",929.28"
"Lenovo,Legion 5 V2.8,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1153.94"
"Lenovo,Legion 5 V35.5,AMD Ryzen 7 5800H,8 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1395.09"
"ASUS,ROG Strix G15 V38.3,AMD Ryzen 7 6800H,32 GB,256 GB SSD,NVIDIA GeForce RTX 4050,""14"""" FHD"",1318.22"
"Acer,Nitro 5 V19.3,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce RTX 3050,""15.6"""" FHD"",995.66"
"ASUS,ROG Strix G15 V10.1,AMD Ryzen 7 6800H,32 GB,1 TB SSD,NVIDIA GeForce RTX 4050,""17.3"""" FHD"",1171.31"
"Lenovo,Legion 5 V48.0,AMD Ryzen 7 5800H,8 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1373.44"
"MSI,Katana GF66 V37.1,Intel Core i7-11800H,16 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",612.25"
"Lenovo,Legion 5 V34.1,AMD Ryzen 7 5800H,16 GB,2 TB SSD,NVIDIA GeForce GTX 1650,""16"""" QHD"",627.16"
"Acer,Nitro 5 V29.0,Intel Core i5-11400H,8 GB,1 TB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1317.59"
"Lenovo,Legion 5 V16.4,AMD Ryzen 7 5800H,64 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""15.6"""" FHD"",1271.5"
"Acer,Nitro 5 V36.1,Intel Core i5-11400H,32 GB,512 GB SSD,NVIDIA GeForce RTX 3050,""16"""" QHD"",1045.5"
"ASUS,ROG Strix G15 V18.4,AMD Ryzen 7 6800H,64 GB,512 GB SSD,AMD Radeon RX 6600M,""15.6"""" FHD"",1027.16"
"MSI,Katana GF66 V4.3,Intel Core i7-11800H,64 GB,512 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",1358.19"
"Acer,Nitro 5 V26.9,Intel Core i5-11400H,8 GB,1 TB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",1305.22"
"Lenovo,Legion 5 V30.6,AMD Ryzen 7 5800H,8 GB,256 GB SSD,AMD Radeon RX 6600M,""14"""" FHD"",702.81"
"ASUS,ROG Strix G15 V1.9,AMD Ryzen 7 6800H,16 GB,512 GB SSD,NVIDIA GeForce GTX 1650,""14"""" FHD"",1200.16"
"HP,Victus 15 V43.5,AMD Ryzen 5 5600H,8 GB,256 GB SSD,NVIDIA GeForce RTX 3060,""16"""" QHD"",987.22"
"ASUS,ROG Strix G15 V50.7,AMD Ryzen 7 6800H,16 GB,1 TB SSD,NVIDIA GeForce RTX 3060,""15.6"""" FHD"",1370.75"
"Acer,Nitro 5 V41.6,Intel Core i5-11400H,64 GB,256 GB SSD,NVIDIA GeForce GTX 1650,""17.3"""" FHD"",783.69"
"HP,Victus 15 V44.1,AMD Ryzen 5 5600H,32 GB,256 GB SSD,AMD Radeon RX 6600M,""16"""" QHD"",1398.28"
"MSI,Katana GF66 V24.2,Intel Core i7-11800H,32 GB,2 TB SSD,AMD Radeon RX 7600M XT,""14"""" FHD"",1226.0"
